District	Municipality	Ward	Partner Organization	Implementing Partner	Funding Organisation	Sector	Activity Type	Name of the Infrastructure	Activity Detail	Curriculum (for Trainings)	Activity Status	Unit (Indicator)	Planned#	Reached#	GaNaPa_Code	GaPaN_Ward_Code
Dhading	Gangajamuna	7	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-7
Dhading	Gangajamuna	7	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-7
Dhading	Gangajamuna	7	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-7
Dhading	Gangajamuna	7	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-7
Dhading	Gangajamuna	7	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-7
Dhading	Gangajamuna	3	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-3
Dhading	Gangajamuna	3	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-3
Dhading	Gangajamuna	3	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-3
Dhading	Gangajamuna	3	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-3
Dhading	Gangajamuna	3	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-3
Dhading	Gangajamuna	4	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-4
Dhading	Gangajamuna	4	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-4
Dhading	Gangajamuna	4	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-4
Dhading	Gangajamuna	4	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-4
Dhading	Gangajamuna	5	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-5
Dhading	Gangajamuna	5	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-5
Dhading	Gangajamuna	5	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-5
Dhading	Gangajamuna	5	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-5
Dhading	Gangajamuna	5	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-5
Dhading	Gangajamuna	5	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-5
Dhading	Gangajamuna	5	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-5
Dhading	Gangajamuna	5	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-5
Dhading	Gangajamuna	5	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-5
Dhading	Gangajamuna	2	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-2
Dhading	Gangajamuna	2	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-2
Dhading	Gangajamuna	2	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-2
Dhading	Gangajamuna	1	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-1
Dhading	Gangajamuna	1	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-1
Dhading	Gangajamuna	2	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-2
Dhading	Gangajamuna	1	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-1
Dhading	Gangajamuna	2	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-2
Dhading	Gangajamuna	1	AMDA-M	SDSC	AMDA-M	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		Training for community construction workers 	DUDBC		individuals	5		30005	30005-1
Dhading	Gangajamuna	7	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	45	90	30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	45	60	30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	45	48	30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	45	54	30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	45	42	30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	45	92	30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	45	73	30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	45	58	30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	45	77	30005	30005-7
Dhading	Gangajamuna	6	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	40	57	30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	40	42	30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	40	46	30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	40	63	30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	40	59	30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	40	77	30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	40	103	30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	40	74	30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	40	56	30005	30005-6
Dhading	Gangajamuna	5	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	40	116	30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	40	92	30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	40	87	30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	40	80	30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	40	89	30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	40	49	30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	40	61	30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	40	86	30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SAHAS	CARE-F	Rural Housing and Community Infrastructure	Orientation - Community reconstruction orientation		1 session		Completed	individuals	40	67	30005	30005-5
Dhading	Gangajamuna	6	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Capacity building training for integrating gender in WASH, Shelter and Livelihood "	Other (specify in Comments)		individuals	4		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Mass awareness compaign, interaction program, rally and street drama   -- celebration of International Women's Day "	Other (specify in Comments)		individuals	13		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Gender awareness orientation at  community level			individuals	37		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Community dialogue 	Other (specify in Comments)		individuals	2		30005	30005-6
Dhading	Gangajamuna	7	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Capacity building training for integrating gender in WASH, Shelter and Livelihood "	Other (specify in Comments)		individuals	4		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Mass awareness compaign, interaction program, rally and street drama   -- celebration of International Women's Day "	Other (specify in Comments)		individuals	20		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Gender awareness orientation at  community level			individuals	37		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Community dialogue 	Other (specify in Comments)		individuals	1		30005	30005-7
Dhading	Gangajamuna	5	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Capacity building training for integrating gender in WASH, Shelter and Livelihood "	Other (specify in Comments)		individuals	4		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Mass awareness compaign, interaction program, rally and street drama   -- celebration of International Women's Day "	Other (specify in Comments)		individuals	15		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Gender awareness orientation at  community level			individuals	37		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Community dialogue 	Other (specify in Comments)		individuals	1		30005	30005-5
Dhading	Gangajamuna	6	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Capacity building training for integrating gender in WASH, Shelter and Livelihood "	Other (specify in Comments)		individuals	4		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Mass awareness compaign, interaction program, rally and street drama   -- celebration of International Women's Day "	Other (specify in Comments)		individuals	13		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Gender awareness orientation at  community level			individuals	37		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Community dialogue 	Other (specify in Comments)		individuals	1		30005	30005-6
Dhading	Gangajamuna	7	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Capacity building training for integrating gender in WASH, Shelter and Livelihood "	Other (specify in Comments)		individuals	4		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Mass awareness compaign, interaction program, rally and street drama   -- celebration of International Women's Day "	Other (specify in Comments)		individuals	13		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Gender awareness orientation at  community level			individuals	37		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Community dialogue 	Other (specify in Comments)		individuals	1		30005	30005-7
Dhading	Gangajamuna	5	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Capacity building training for integrating gender in WASH, Shelter and Livelihood "	Other (specify in Comments)		individuals	4		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Mass awareness compaign, interaction program, rally and street drama   -- celebration of International Women's Day "	Other (specify in Comments)		individuals	13		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Gender awareness orientation at  community level			individuals	37		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Community dialogue 	Other (specify in Comments)		individuals	1		30005	30005-5
Dhading	Gangajamuna	6	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Capacity building training for integrating gender in WASH, Shelter and Livelihood "	Other (specify in Comments)		individuals	4		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Mass awareness compaign, interaction program, rally and street drama   -- celebration of International Women's Day "	Other (specify in Comments)		individuals	13		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Gender awareness orientation at  community level			individuals	37		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Community dialogue 	Other (specify in Comments)		individuals	1		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-6
Dhading	Gangajamuna	7	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-7
Dhading	Gangajamuna	5	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SAHAS	CARE-N	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation		Orientation and awareness activities on Safe Shelter & Build Back Better 	DUDBC		households	129		30005	30005-5
Dhading	Gangajamuna	7	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Capacity building training for integrating gender in WASH, Shelter and Livelihood "	Other (specify in Comments)		individuals	4		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Mass awareness compaign, interaction program, rally and street drama   -- celebration of International Women's Day "	Other (specify in Comments)		individuals	13		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Gender awareness orientation at  community level			individuals	37		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Community dialogue 	Other (specify in Comments)		individuals	1		30005	30005-7
Dhading	Gangajamuna	5	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Capacity building training for integrating gender in WASH, Shelter and Livelihood "	Other (specify in Comments)		individuals	4		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Mass awareness compaign, interaction program, rally and street drama   -- celebration of International Women's Day "	Other (specify in Comments)		individuals	13		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Gender awareness orientation at  community level			individuals	37		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Community dialogue 	Other (specify in Comments)		individuals	1		30005	30005-5
Dhading	Gangajamuna	6	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Capacity building training for integrating gender in WASH, Shelter and Livelihood "	Other (specify in Comments)		individuals	4		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Mass awareness compaign, interaction program, rally and street drama   -- celebration of International Women's Day "	Other (specify in Comments)		individuals	13		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Gender awareness orientation at  community level			individuals	37		30005	30005-6
Dhading	Gangajamuna	6	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Community dialogue 	Other (specify in Comments)		individuals	1		30005	30005-6
Dhading	Gangajamuna	7	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Capacity building training for integrating gender in WASH, Shelter and Livelihood "	Other (specify in Comments)		individuals	4		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Mass awareness compaign, interaction program, rally and street drama   -- celebration of International Women's Day "	Other (specify in Comments)		individuals	13		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Gender awareness orientation at  community level			individuals	37		30005	30005-7
Dhading	Gangajamuna	7	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Community dialogue 	Other (specify in Comments)		individuals	2		30005	30005-7
Dhading	Gangajamuna	5	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Capacity building training for integrating gender in WASH, Shelter and Livelihood "	Other (specify in Comments)		individuals	4		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Mass awareness compaign, interaction program, rally and street drama   -- celebration of International Women's Day "	Other (specify in Comments)		individuals	13		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Gender awareness orientation at  community level			individuals	37		30005	30005-5
Dhading	Gangajamuna	5	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		Community dialogue 	Other (specify in Comments)		individuals	1		30005	30005-5
Dhading	Gangajamuna	6	CARE-N	SYS	CARE-N	Gender Equality and Social Inclusion	Capacity building - GBV and anti trafficking programme training		"Capacity building training for integrating gender in WASH, Shelter and Livelihood "	Other (specify in Comments)		individuals	4		30005	30005-6
