District	Municipality	Ward	Partner Organization	Implementing Partner	Funding Organisation	Sector	Activity Type	Name of the Infrastructure	Activity Detail	Curriculum (for Trainings)	Activity Status	Unit (Indicator)	Planned#	Reached#	GaNaPa_Code	GaPaN_Ward_Code
Sindhupalchok	Sunkoshi	6	SCI	TUKI	SCI	Social Protection	Awareness - Child Protection	NA	Provide psychosocial support			individuals			23011	23011-6
Sindhupalchok	Sunkoshi	6	SCI	TUKI	SCI	Social Protection	Awareness - Child Protection	NA	Provide psychosocial support			individuals			23011	23011-6
Sindhupalchok	Sunkoshi	6	SCI	TUKI	SCI	Social Protection	Awareness - Child Protection	NA	Provide psychosocial support			individuals			23011	23011-6
Sindhupalchok	Sunkoshi	6	SCI	TUKI & MANK	SCI	Rural Housing and Community Infrastructure	Capacity building - Other trainings	NA	Orientation and training			individuals			23011	23011-6
Sindhupalchok	Sunkoshi	6	SCI	TUKI & MANK	SCI	Rural Housing and Community Infrastructure	Capacity building - Other trainings	NA	Orientation and training			individuals			23011	23011-6
Sindhupalchok	Sunkoshi	6	SCI	TUKI & MANK	SCI	Rural Housing and Community Infrastructure	Capacity building - Other trainings	NA	Orientation and training			individuals			23011	23011-6
Sindhupalchok	Sunkoshi	6	SCI	TUKI & MANK	SCI	Rural Housing and Community Infrastructure	Capacity building - Other trainings	NA	Orientation and training			individuals			23011	23011-6
Sindhupalchok	Sunkoshi	6	SCI	TUKI & MANK	SCI	Rural Housing and Community Infrastructure	Capacity building - Other trainings	NA	Orientation and training			individuals			23011	23011-6
Sindhupalchok	Sunkoshi	4	IOM	IOM	ECHO-JAPAN-NORWAY	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation	1 session			Completed	households	113	113	23011	23011-4
Sindhupalchok	Sunkoshi	4	IOM	IOM	ECHO-JAPAN-NORWAY	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation	1 session			Completed	households	40	40	23011	23011-4
Sindhupalchok	Sunkoshi	4	IOM	IOM	ECHO-JAPAN-NORWAY	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation	1 session			Completed	households	40	40	23011	23011-4
Sindhupalchok	Sunkoshi	4	IOM	IOM	ECHO-JAPAN-NORWAY	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation	1 session			Completed	households	34	34	23011	23011-4
Sindhupalchok	Sunkoshi	4	IOM	IOM	ECHO-JAPAN-NORWAY	Rural Housing and Community Infrastructure	Orientation - Household reconstruction orientation	1 session			Completed	households	28	28	23011	23011-4
Sindhupalchok	Tripura Sundari	3	JICA			Rural Housing and Community Infrastructure	Support - Reconstruction Committee Formation	Reconstruction Coordination Committee			Completed	committees	1	1	23012	23012-3
Sindhupalchok	Tripura Sundari	3	JICA			Rural Housing and Community Infrastructure	Support - Reconstruction Committee Formation	Reconstruction Coordination Committee			Completed	committees	1	1	23012	23012-3
Sindhupalchok	Tripura Sundari	3	JICA			Rural Housing and Community Infrastructure	Support - Reconstruction Committee Formation	Reconstruction Coordination Committee			Completed	committees	1	1	23012	23012-3
Sindhupalchok	Tripura Sundari	3	JICA			Rural Housing and Community Infrastructure	Support - Reconstruction Committee Formation	Reconstruction Coordination Committee			Completed	committees	1	1	23012	23012-3
Sindhupalchok	Tripura Sundari	3	JICA			Rural Housing and Community Infrastructure	Support - Reconstruction Committee Formation	Reconstruction Coordination Committee			Completed	committees	1	1	23012	23012-3
Sindhupalchok	Tripura Sundari	3	JICA			Rural Housing and Community Infrastructure	Support - Reconstruction Committee Formation	Reconstruction Coordination Committee			Completed	committees	1	1	23012	23012-3
Sindhupalchok	Tripura Sundari	2	OXFAM-GB	OXFAM-GB	OXFAM-GB	Rural Housing and Community Infrastructure	Support - Helpdesk/technical support center	Helpdesk/technical support center			Completed	households	104	104	23012	23012-2
Sindhupalchok	Tripura Sundari	3	JICA			Rural Housing and Community Infrastructure	Support - Reconstruction Committee Formation	Reconstruction Coordination Committee			Completed	committees	1	1	23012	23012-3
Sindhupalchok	Tripura Sundari	2	ROTARY	CDRA	Rotary International District 3292 Nepal-Bhutan	Rural Housing and Community Infrastructure	Reconstruction - Reconstruction of houses	Private house			Planned	constructions	30	10	23012	23012-2
Sindhupalchok	Tripura Sundari	3	JICA			Rural Housing and Community Infrastructure	Support - Reconstruction Committee Formation	Reconstruction Coordination Committee			Completed	committees	1	1	23012	23012-3
Sindhupalchok	Tripura Sundari	5	SABAL	UCEP-N	USAID	Rural Housing and Community Infrastructure	Capacity building - Vocational/on-the-job training for mason	New masons (50 days OJT CTEVT)	390 hours mason training based on CTEVT curriculum		Completed	individuals	40	40	23012	23012-5
Sindhupalchok	Tripura Sundari	3	JICA		JICA	Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (7 days DUDBC, rural or urban)"	2 lots masons trainings in same VDCs		Completed	individuals	10	10	23012	23012-3
Sindhupalchok	Tripura Sundari	3	JICA		JICA	Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (7 days DUDBC, rural or urban)"	2 lots masons trainings in same VDCs		Completed	individuals	9	9	23012	23012-3
Sindhupalchok	Tripura Sundari	3	JICA		JICA	Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (7 days DUDBC, rural or urban)"	2 lots masons trainings in same VDCs		Completed	individuals	9	9	23012	23012-3
Sindhupalchok	Tripura Sundari	3	JICA		JICA	Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (7 days DUDBC, rural or urban)"	2 lots masons trainings in same VDCs		Completed	individuals	8	8	23012	23012-3
