District,Municipality,Ward,Partner Organization,Funding Organisation,Sector,Activity Type,Activity Status,Unit (Indicator),Planned#,Reached#,GaNaPa_Code,GaPaN_Ward_Code,District_code
Gorkha,Bhimsen,4,SCI,SCI,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Completed,households,51,,36003,36003-4,36
Gorkha,Bhimsen,4,SCI,SCI,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Completed,households,51,,36003,36003-4,36
Gorkha,Bhimsen,4,SCI,SCI,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Completed,households,51,,36003,36003-4,36
Gorkha,Bhimsen,4,SCI,SCI,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Completed,households,51,,36003,36003-4,36
Gorkha,Bhimsen,4,SCI,SCI,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Completed,households,51,,36003,36003-4,36
Gorkha,Bhimsen,4,SCI,SCI,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Completed,households,51,,36003,36003-4,36
Gorkha,Bhimsen,4,SCI,SCI,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Completed,households,51,,36003,36003-4,36
Gorkha,Bhimsen,4,SCI,SCI,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Completed,households,51,,36003,36003-4,36
Gorkha,Bhimsen,4,SCI,SCI,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Completed,households,51,,36003,36003-4,36
Gorkha,Bhimsen,5,SCI,SCI,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Completed,households,51,,36003,36003-5,36
Gorkha,Bhimsen,5,SCI,SCI,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Completed,households,51,,36003,36003-5,36
Gorkha,Bhimsen,5,SCI,SCI,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Completed,households,51,,36003,36003-5,36
Gorkha,Bhimsen,5,SCI,SCI,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Completed,households,51,,36003,36003-5,36
Gorkha,Bhimsen,5,SCI,SCI,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Completed,households,51,,36003,36003-5,36
Gorkha,Bhimsen,5,SCI,SCI,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Completed,households,51,,36003,36003-5,36
Gorkha,Bhimsen,5,SCI,SCI,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Completed,households,51,,36003,36003-5,36
Gorkha,Bhimsen,5,SCI,SCI,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Completed,households,51,,36003,36003-5,36
Gorkha,Bhimsen,5,SCI,SCI,Rural Housing and Community Infrastructure,Support - Distribution of shelter kits,Completed,households,51,,36003,36003-5,36
Gorkha,Gandaki,5,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,36,36006,36006-5,36
Gorkha,Gandaki,5,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,44,36006,36006-5,36
Gorkha,Gandaki,5,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,28,36006,36006-5,36
Gorkha,Gandaki,5,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,48,36006,36006-5,36
Gorkha,Gandaki,5,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,41,36006,36006-5,36
Gorkha,Gandaki,5,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,27,36006,36006-5,36
Gorkha,Gandaki,5,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,9,36006,36006-5,36
Gorkha,Gandaki,5,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,35,36006,36006-5,36
Gorkha,Gandaki,5,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,37,36006,36006-5,36
Gorkha,Gandaki,5,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,14,36006,36006-5,36
Gorkha,Gandaki,5,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,42,36006,36006-5,36
Gorkha,Gorkha,14,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,40,36007,36007-14,36
Gorkha,Bhimsen,4,GON-PAF,World Bank,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Planned,households,50,0,36003,36003-4,36
Gorkha,Gandaki,4,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,42,36006,36006-4,36
Gorkha,Gandaki,3,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,44,36006,36006-3,36
Gorkha,Gandaki,3,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,40,36006,36006-3,36
Gorkha,Gandaki,3,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,40,36006,36006-3,36
Gorkha,Gandaki,3,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,38,36006,36006-3,36
Gorkha,Gandaki,3,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,45,36006,36006-3,36
Gorkha,Gandaki,4,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,43,36006,36006-4,36
Gorkha,Sahid Lakhan,6,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,58,36009,36009-6,36
Gorkha,Sahid Lakhan,6,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,61,36009,36009-6,36
Gorkha,Sahid Lakhan,6,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,42,36009,36009-6,36
Gorkha,Sahid Lakhan,6,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,45,36009,36009-6,36
Gorkha,Sahid Lakhan,6,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,47,36009,36009-6,36
Gorkha,Dharche,6,GON-PAF,World Bank,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Planned,households,50,0,36005,36005-6,36
Gorkha,Ajirkot,2,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,49,36002,36002-2,36
Gorkha,Ajirkot,2,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,41,36002,36002-2,36
Gorkha,Ajirkot,2,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,46,36002,36002-2,36
Gorkha,Ajirkot,2,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,42,36002,36002-2,36
Gorkha,Ajirkot,2,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,43,36002,36002-2,36
Gorkha,Ajirkot,2,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,42,36002,36002-2,36
Gorkha,Ajirkot,2,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,33,36002,36002-2,36
Gorkha,Sahid Lakhan,9,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,37,36009,36009-9,36
Gorkha,Sahid Lakhan,9,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,48,36009,36009-9,36
Gorkha,Sahid Lakhan,9,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,50,36009,36009-9,36
Gorkha,Palungtar,7,GON-PAF,World Bank,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Planned,households,50,0,36008,36008-7,36
Gorkha,Sahid Lakhan,5,IOM,ECHO-JAPAN-NORWAY,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,61,36009,36009-5,36
Gorkha,Dharche,7,CRS,CAFOD,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing ,households,50,53,36005,36005-7,36
Gorkha,Chum Nubri,2,CRS,CRS,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing ,households,50,9,36004,36004-2,36
Gorkha,Dharche,7,CRS,CAFOD,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Planned,households,50,0,36005,36005-7,36
Gorkha,Chum Nubri,2,CRS,CRS,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Planned,households,50,0,36004,36004-2,36
Gorkha,Dharche,7,CRS,CRS,"Agriculture, Livestock Development and Irrigation",Support - Enhancement of Crop production,completed,households,50,41,36005,36005-7,36
Gorkha,Chum Nubri,2,CRS,CRS,"Agriculture, Livestock Development and Irrigation",Support - Enhancement of Crop production,completed,households,50,45,36004,36004-2,36
Gorkha,Dharche,7,CRS,CRS,"Agriculture, Livestock Development and Irrigation",Awareness - Crop and livestock diversification,Planned,households,50,0,36005,36005-7,36
Gorkha,Chum Nubri,2,CRS,CRS,"Agriculture, Livestock Development and Irrigation",Awareness - Crop and livestock diversification,Planned,households,50,0,36004,36004-2,36
Gorkha,Dharche,7,CRS,CAFOD,"Water, Sanitation and Hygiene",Capacity building - WASH related trainings,Ongoing,households,50,22,36005,36005-7,36
Gorkha,Chum Nubri,2,CRS,CRS,"Water, Sanitation and Hygiene",Capacity building - WASH related trainings,Ongoing,households,50,0,36004,36004-2,36
Gorkha,Aarughat,6,CRS,TRI-Caritas,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-6,36
Gorkha,Aarughat,6,CRS,TRI-Caritas,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-6,36
Gorkha,Aarughat,6,CRS,TRI-Caritas,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-6,36
Gorkha,Aarughat,6,CRS,TRI-Caritas,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-6,36
Gorkha,Aarughat,5,CRS,TRI-Caritas,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-5,36
Gorkha,Aarughat,6,CRS,TRI-Caritas,Employment and Livelihood,Support - Financial support for livelihood activities,Completed,households,50,121,36001,36001-6,36
Gorkha,Aarughat,5,CRS,TRI-Caritas,Employment and Livelihood,Support - Financial support for livelihood activities,Completed,households,50,97,36001,36001-5,36
Gorkha,Aarughat,5,CRS,TRI-Caritas,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-5,36
Gorkha,Aarughat,5,CRS,TRI-Caritas,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-5,36
Gorkha,Dharche,7,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36005,36005-7,36
Gorkha,Dharche,7,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36005,36005-7,36
Gorkha,Dharche,7,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36005,36005-7,36
Gorkha,Dharche,7,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Completed,households,50,43,36005,36005-7,36
Gorkha,Dharche,7,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36005,36005-7,36
Gorkha,Dharche,7,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36005,36005-7,36
Gorkha,Dharche,7,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Completed,households,50,42,36005,36005-7,36
Gorkha,Dharche,7,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36005,36005-7,36
Gorkha,Dharche,7,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36005,36005-7,36
Gorkha,Aarughat,2,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-2,36
Gorkha,Aarughat,2,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-2,36
Gorkha,Aarughat,2,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-2,36
Gorkha,Aarughat,2,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-2,36
Gorkha,Aarughat,1,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-1,36
Gorkha,Aarughat,1,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Completed,households,50,105,36001,36001-1,36
Gorkha,Aarughat,1,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Completed,households,50,99,36001,36001-1,36
Gorkha,Aarughat,1,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Completed,households,50,126,36001,36001-1,36
Gorkha,Aarughat,1,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Completed,households,50,99,36001,36001-1,36
Gorkha,Bhimsen,3,CRS,TRI-Caritas,Employment and Livelihood,Support - Financial support for livelihood activities,Completed,households,50,95,36003,36003-3,36
Gorkha,Bhimsen,3,CRS,TRI-Caritas,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36003,36003-3,36
Gorkha,Bhimsen,3,CRS,TRI-Caritas,Employment and Livelihood,Support - Financial support for livelihood activities,Completed,households,50,47,36003,36003-3,36
Gorkha,Bhimsen,3,CRS,TRI-Caritas,Employment and Livelihood,Support - Financial support for livelihood activities,Completed,households,50,105,36003,36003-3,36
Gorkha,Bhimsen,2,CRS,TRI-Caritas,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36003,36003-2,36
Gorkha,Bhimsen,2,CRS,TRI-Caritas,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36003,36003-2,36
Gorkha,Bhimsen,2,CRS,TRI-Caritas,Employment and Livelihood,Support - Financial support for livelihood activities,Completed,households,50,22,36003,36003-2,36
Gorkha,Bhimsen,2,CRS,TRI-Caritas,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36003,36003-2,36
Gorkha,Bhimsen,2,CRS,TRI-Caritas,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36003,36003-2,36
Gorkha,Aarughat,4,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-4,36
Gorkha,Aarughat,4,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Completed,households,50,68,36001,36001-4,36
Gorkha,Aarughat,4,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Completed,households,50,69,36001,36001-4,36
Gorkha,Aarughat,3,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-3,36
Gorkha,Aarughat,4,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-4,36
Gorkha,Aarughat,3,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-3,36
Gorkha,Aarughat,3,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-3,36
Gorkha,Aarughat,3,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-3,36
Gorkha,Aarughat,4,CRS,CRS,Employment and Livelihood,Support - Financial support for livelihood activities,Planned,households,50,0,36001,36001-4,36
Gorkha,Bhimsen,3,CRS,CAFOD,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36003,36003-3,36
Gorkha,Bhimsen,3,CRS,CAFOD,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36003,36003-3,36
Gorkha,Bhimsen,3,CRS,CAFOD,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36003,36003-3,36
Gorkha,Chum Nubri,3,SP-N,SP-N,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,50,36004,36004-3,36
Gorkha,Chum Nubri,3,SP-N,SP-N,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,50,36004,36004-3,36
Gorkha,Chum Nubri,3,SP-N,SP-N,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,50,36004,36004-3,36
Gorkha,Chum Nubri,3,SP-N,SP-N,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,50,36004,36004-3,36
Gorkha,Chum Nubri,3,SP-N,SP-N,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,50,36004,36004-3,36
Gorkha,Chum Nubri,3,SP-N,SP-N,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,Completed,households,50,50,36004,36004-3,36
Gorkha,Bhimsen,3,CRS,CAFOD,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36003,36003-3,36
Gorkha,Bhimsen,2,CRS,CAFOD,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36003,36003-2,36
Gorkha,Bhimsen,2,CRS,CAFOD,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36003,36003-2,36
Gorkha,Bhimsen,2,CRS,CAFOD,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36003,36003-2,36
Gorkha,Bhimsen,2,CRS,CAFOD,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36003,36003-2,36
Gorkha,Aarughat,6,CRS,CAFOD,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing ,households,49,42,36001,36001-6,36
Gorkha,Aarughat,6,CRS,CAFOD,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Planned,households,49,0,36001,36001-6,36
Gorkha,Aarughat,6,CRS,TRI- CARITAS,"Agriculture, Livestock Development and Irrigation",Support - Enhancement of Crop production,completed,households,49,51,36001,36001-6,36
Gorkha,Aarughat,6,CRS,TRI- CARITAS,"Agriculture, Livestock Development and Irrigation",Awareness - Crop and livestock diversification,Planned,households,49,0,36001,36001-6,36
Gorkha,Aarughat,6,CRS,CAFOD,"Water, Sanitation and Hygiene",Capacity building - WASH related trainings,Ongoing,households,49,0,36001,36001-6,36
Gorkha,Bhimsen,2,CRS,CAFOD,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36003,36003-2,36
Gorkha,Gorkha,2,CRS,CRS,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36007,36007-2,36
Gorkha,Bhimsen,4,DCA,DCA,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Completed,households,48,,36003,36003-4,36
Gorkha,Bhimsen,4,DCA,DCA,"Water, Sanitation and Hygiene",Capacity building - WASH related trainings,Completed,households,48,,36003,36003-4,36
Gorkha,Gorkha,2,CRS,CRS,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36007,36007-2,36
Gorkha,Gorkha,2,CRS,CRS,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36007,36007-2,36
Gorkha,Gorkha,2,CRS,CRS,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36007,36007-2,36
Gorkha,Gorkha,2,CRS,CRS,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36007,36007-2,36
Gorkha,Gorkha,1,CRS,CRS,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36007,36007-1,36
Gorkha,Gorkha,1,CRS,CRS,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36007,36007-1,36
Gorkha,Gorkha,1,CRS,CRS,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36007,36007-1,36
Gorkha,Dharche,2,CARE-N,ADH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,Completed,households,46,46,36005,36005-2,36
Gorkha,Sulikot,8,SCI,SCI,Rural Housing and Community Infrastructure,Reconstruction - Reconstruction of houses,Completed,households,46,,36011,36011-8,36
Gorkha,Sulikot,8,SCI,,Rural Housing and Community Infrastructure,Support - GoN reconstruction grant (Tranche III),Completed,households,46,46,36011,36011-8,36
Gorkha,Gorkha,1,CRS,CRS,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36007,36007-1,36
Gorkha,Aarughat,4,CRS,CAFOD,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36001,36001-4,36
Gorkha,Aarughat,4,CRS,CAFOD,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36001,36001-4,36
Gorkha,Dharche,2,CARE-N,CARE-N,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,44,44,36005,36005-2,36
Gorkha,Dharche,4,CARE-N,CARE-N,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,44,44,36005,36005-4,36
Gorkha,Aarughat,4,CRS,CAFOD,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36001,36001-4,36
Gorkha,Chum Nubri,2,CRS,CRS,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing ,households,44,2,36004,36004-2,36
Gorkha,Chum Nubri,2,CRS,CRS,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Planned,households,44,0,36004,36004-2,36
Gorkha,Chum Nubri,2,CRS,CRS,"Agriculture, Livestock Development and Irrigation",Support - Enhancement of Crop production,completed,households,44,21,36004,36004-2,36
Gorkha,Chum Nubri,2,CRS,CRS,"Agriculture, Livestock Development and Irrigation",Awareness - Crop and livestock diversification,Planned,households,44,0,36004,36004-2,36
Gorkha,Chum Nubri,2,CRS,CRS,"Water, Sanitation and Hygiene",Capacity building - WASH related trainings,Ongoing,households,44,0,36004,36004-2,36
Gorkha,Aarughat,3,CRS,CAFOD,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36001,36001-3,36
Gorkha,Aarughat,4,CRS,CAFOD,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36001,36001-4,36
Gorkha,Sulikot,6,SCI,,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,households,44,44,36011,36011-6,36
Gorkha,Dharche,2,CARE-N,ADH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,Completed,households,43,43,36005,36005-2,36
Gorkha,Aarughat,3,CRS,CAFOD,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36001,36001-3,36
Gorkha,Chum Nubri,2,CRS,CRS,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing ,households,43,19,36004,36004-2,36
Gorkha,Chum Nubri,2,CRS,CRS,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Planned,households,43,0,36004,36004-2,36
Gorkha,Chum Nubri,2,CRS,CRS,"Agriculture, Livestock Development and Irrigation",Support - Enhancement of Crop production,completed,households,43,30,36004,36004-2,36
Gorkha,Chum Nubri,2,CRS,CRS,"Agriculture, Livestock Development and Irrigation",Awareness - Crop and livestock diversification,Planned,households,43,0,36004,36004-2,36
Gorkha,Chum Nubri,2,CRS,CRS,"Water, Sanitation and Hygiene",Capacity building - WASH related trainings,Ongoing,households,43,0,36004,36004-2,36
Gorkha,Aarughat,3,CRS,CAFOD,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36001,36001-3,36
Gorkha,Chum Nubri,7,OXFAM-GB,,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,Completed,households,100,100,36004,36004-7,36
Gorkha,Chum Nubri,7,OXFAM-GB,,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,Completed,households,100,100,36004,36004-7,36
Gorkha,Chum Nubri,7,OXFAM-GB,,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,Completed,households,100,100,36004,36004-7,36
Gorkha,Chum Nubri,7,OXFAM-GB,,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,Completed,households,100,100,36004,36004-7,36
Gorkha,Chum Nubri,7,OXFAM-GB,,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,Completed,households,100,100,36004,36004-7,36
Gorkha,Chum Nubri,7,OXFAM-GB,,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,Completed,households,100,100,36004,36004-7,36
Gorkha,Chum Nubri,7,OXFAM-GB,,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,Completed,households,100,100,36004,36004-7,36
Gorkha,Chum Nubri,7,OXFAM-GB,,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,Completed,households,100,100,36004,36004-7,36
Gorkha,Chum Nubri,7,OXFAM-GB,,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,Completed,households,100,100,36004,36004-7,36
Gorkha,Aarughat,3,CRS,CAFOD,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36001,36001-3,36
Gorkha,Aarughat,4,CRS,CAFOD,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,Planned,households,1,0,36001,36001-4,36
Gorkha,Sulikot,8,SCI,SCI,Rural Housing and Community Infrastructure,Reconstruction - Reconstruction of houses,Completed,households,42,,36011,36011-8,36
Gorkha,Sulikot,8,SCI,,Rural Housing and Community Infrastructure,Support - GoN reconstruction grant (Tranche III),Completed,households,42,42,36011,36011-8,36
