District,Municipality,Ward,Partner Organization,Funding Organisation,Sector,Activity Type,Activity Status,Unit (Indicator),Planned#,Reached#,GaNaPa_Code,GaPaN_Ward_Code,District_code
Kavrepalanchok,Roshi,10,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24012,24012-10,24
Kavrepalanchok,Roshi,11,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24012,24012-11,24
Kavrepalanchok,Roshi,12,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24012,24012-12,24
Kavrepalanchok,Chaurideurali,8,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,1,1,24004,24004-8,24
Kavrepalanchok,Mahabharat,4,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,1,1,24007,24007-4,24
Kavrepalanchok,Banepa,3,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,1,1,24001,24001-3,24
Kavrepalanchok,Mahabharat,1,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,1,1,24007,24007-1,24
Kavrepalanchok,Roshi,9,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,1,1,24012,24012-9,24
Kavrepalanchok,Roshi,9,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24012,24012-9,24
Kavrepalanchok,Bhumlu,10,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24003,24003-10,24
Kavrepalanchok,Bhumlu,10,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24003,24003-10,24
Kavrepalanchok,Bhumlu,1,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24003,24003-1,24
Kavrepalanchok,Bhumlu,1,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24003,24003-1,24
Kavrepalanchok,Bhumlu,1,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24003,24003-1,24
Kavrepalanchok,Chaurideurali,8,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24004,24004-8,24
Kavrepalanchok,Chaurideurali,8,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,1,1,24004,24004-8,24
Kavrepalanchok,Chaurideurali,8,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,1,1,24004,24004-8,24
Kavrepalanchok,Mahabharat,1,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,1,1,24007,24007-1,24
Kavrepalanchok,Mahabharat,2,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,1,1,24007,24007-2,24
Kavrepalanchok,Bhumlu,1,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,1,1,24003,24003-1,24
Kavrepalanchok,Bhumlu,8,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,1,1,24003,24003-8,24
Kavrepalanchok,Bhumlu,8,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,1,1,24003,24003-8,24
Kavrepalanchok,Bhumlu,8,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Completed,individuals,1,1,24003,24003-8,24
Kavrepalanchok,Mahabharat,4,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Ongoing,individuals,1,1,24007,24007-4,24
Kavrepalanchok,Bethanchowk,4,ARSOW-N,MC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,24002,24002-4,24
Kavrepalanchok,Bethanchowk,1,ARSOW-N,MC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,24002,24002-1,24
Kavrepalanchok,Bethanchowk,5,ARSOW-N,MC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,24002,24002-5,24
Kavrepalanchok,Bethanchowk,6,ARSOW-N,MC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,24002,24002-6,24
Kavrepalanchok,Mandandeupur,3,LWF,DKH,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,,households,47,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,LWF,DKH,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,,households,45,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,4,LWF,DKH,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,,households,39,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,4,LWF,DKH,"Water, Sanitation and Hygiene",Reconstruction - Toilet,,households,34,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,4,LWF,DKH,Rural Housing and Community Infrastructure,Reconstruction - Reconstruction of houses,,constructions,34,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,4,LWF,DKH,Employment and Livelihood,Support - Financial support for livelihood activities,,individuals,34,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,4,LWF,EWDE-DKH-N,Rural Housing and Community Infrastructure,Support - In kind/material support on repair and retrofit,Completed,households,34,30,24008,24008-4,24
Kavrepalanchok,Mandandeupur,3,LWF,EWDE-DKH-N,Rural Housing and Community Infrastructure,Support - In kind/material support on repair and retrofit,Ongoing,households,32,27,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,LWF,DKH,Employment and Livelihood,Support - Material support for livelihood activities,,units,31,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,LWF,DKH,"Water, Sanitation and Hygiene",Reconstruction - Toilet,,households,30,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,LWF,DKH,Rural Housing and Community Infrastructure,Reconstruction - Reconstruction of houses,,constructions,30,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,LWF,DKH,Employment and Livelihood,Support - Financial support for livelihood activities,,individuals,30,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,AA,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Gender Equality and Social Inclusion,Awareness - Women rights regarding land entitlements,,individuals,25,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,4,LWF,DKH,Employment and Livelihood,Support - Material support for livelihood activities,,units,20,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,4,AA,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Employment and Livelihood,Capacity building - Skill development trainings,,individuals,17,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,4,LWF,DKH,Employment and Livelihood,Support - Material support for livelihood activities,,units,12,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,4,LWF,DKH,Employment and Livelihood,Support - Material support for livelihood activities,,units,12,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,3,LWF,DKH,Rural Housing and Community Infrastructure,Capacity building - Refreshment training on mason,,individuals,11,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,4,LWF,DKH,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,,households,11,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,3,LWF,DKH,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,,households,11,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,4,LWF,DKH,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,,households,11,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,3,LWF,DKH,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,,households,11,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,LWF,EWDE-DKH-N,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,11,11,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,AA,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Employment and Livelihood,Capacity building - Entrepreneurship trainings orientations,,individuals,10,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,AA,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Employment and Livelihood,Capacity building - Entrepreneurship trainings orientations,,individuals,10,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,LWF,DKH,Rural Housing and Community Infrastructure,Capacity building - Refreshment training on mason,,individuals,10,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,LWF,DKH,Employment and Livelihood,Support - Material support for livelihood activities,,units,10,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,LWF,EWDE-DKH-N,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,10,10,24008,24008-3,24
Kavrepalanchok,Mandandeupur,4,AA,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Employment and Livelihood,Capacity building - Skill development trainings,,individuals,9,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,4,AA,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Education,Reconstruction - Classrooms,,classrooms,8,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,3,LWF,DKH,"Water, Sanitation and Hygiene",Reconstruction - Toilet,,households,8,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,LWF,DKH,Rural Housing and Community Infrastructure,Reconstruction - Reconstruction of houses,,constructions,8,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,4,LWF,DKH,Employment and Livelihood,Support - Material support for livelihood activities,,units,8,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,3,LWF,DKH,Employment and Livelihood,Support - Financial support for livelihood activities,,individuals,8,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,AA,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Employment and Livelihood,Capacity building - Skill development trainings,,individuals,7,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,AA,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Employment and Livelihood,Capacity building - Skill development trainings,,individuals,7,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,AA,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Employment and Livelihood,Capacity building - Skill development trainings,,individuals,7,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,LWF,EWDE-DKH-N,Rural Housing and Community Infrastructure,Support - In kind/material support on repair and retrofit,Completed,households,7,7,24008,24008-3,24
Kavrepalanchok,Mandandeupur,4,LWF,DKH,"Water, Sanitation and Hygiene",Reconstruction - Toilet,,households,6,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,4,LWF,DKH,Rural Housing and Community Infrastructure,Reconstruction - Reconstruction of houses,,constructions,6,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,4,LWF,DKH,Rural Housing and Community Infrastructure,Capacity building - Refreshment training on mason,,individuals,6,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,4,LWF,DKH,Employment and Livelihood,Support - Financial support for livelihood activities,,individuals,6,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,4,LWF,EWDE-DKH-N,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,6,6,24008,24008-4,24
Kavrepalanchok,Mandandeupur,4,LWF,EWDE-DKH-N,Rural Housing and Community Infrastructure,Support - In kind/material support on repair and retrofit,Completed,households,6,6,24008,24008-4,24
Kavrepalanchok,Mandandeupur,3,AA,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Employment and Livelihood,Support - Material support for livelihood activities,,units,5,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,4,LWF,DKH,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,,households,4,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,3,LWF,DKH,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,,households,4,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,4,LWF,DKH,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,,households,4,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,3,LWF,DKH,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,,households,4,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,4,LWF,DKH,Rural Housing and Community Infrastructure,Capacity building - Refreshment training on mason,,individuals,3,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,3,LWF,DKH,Rural Housing and Community Infrastructure,Capacity building - Refreshment training on mason,,individuals,3,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,4,LWF,EWDE-DKH-N,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,3,3,24008,24008-4,24
Kavrepalanchok,Mandandeupur,3,LWF,EWDE-DKH-N,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,3,3,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,2,2,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,2,2,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,2,2,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,2,2,24008,24008-3,24
Kavrepalanchok,Mandandeupur,4,AA,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Education,Support - Material support to Schools,,units,2,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,4,LWF,DKH,Rural Housing and Community Infrastructure,Capacity building - Refreshment training on mason,,individuals,2,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,3,LWF,DKH,Employment and Livelihood,Capacity building - Entrepreneurship trainings orientations,,individuals,2,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,4,LWF,EWDE-DKH-N,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,2,2,24008,24008-4,24
Kavrepalanchok,Mandandeupur,3,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Ongoing,individuals,1,1,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,SABAL,USAID,Rural Housing and Community Infrastructure,Capacity building - Vocational/on-the-job training for mason,Ongoing,individuals,1,1,24008,24008-3,24
Kavrepalanchok,Mandandeupur,4,AA,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Education,Assessment  - Social Impact and Vulnerability assessment,,schools,1,,24008,24008-4,24
Kavrepalanchok,Mandandeupur,3,AA,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Disaster Risk Management,Capacity building - Local institutions for DRM,,institutions,1,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,3,AA,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Gender Equality and Social Inclusion,Support - Psychosocial Centers/Female Friendly Spaces,,centers,1,,24008,24008-3,24
Kavrepalanchok,Mandandeupur,4,AA,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Disaster Risk Management,Capacity building - Local institutions for DRM,,institutions,1,,24008,24008-4,24
