District,Municipality,Ward,Partner Organization,Implementing Partner,Funding Organisation,Sector,Activity Type,Name of the Infrastructure,Activity Detail,Curriculum (for Trainings),Activity Status,Unit (Indicator),Planned#,Reached#,GaNaPa_Code,GaPaN_Ward_Code
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Support - Distribution of builder toolkits,,Builder toolkits,,Completed,individuals,10,10,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Support - Distribution of builder toolkits,,Builder toolkits,,Completed,individuals,10,10,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,Capacity building of local artisians on earthquake resistant building techniques (DUDBC Curriculum ) with inclusive and disable friendly concept,DUDBC,,individuals,9,9,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,Capacity building of local artisians on earthquake resistant building techniques (DUDBC Curriculum ) with inclusive and disable friendly concept,DUDBC,Completed,individuals,9,10,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,Capacity building of local artisians on earthquake resistant building techniques (DUDBC Curriculum ) with inclusive and disable friendly concept,DUDBC,Completed,individuals,9,15,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,Capacity building of local artisians on earthquake resistant building techniques (DUDBC Curriculum ) with inclusive and disable friendly concept,DUDBC,Completed,individuals,9,16,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Support - Distribution of builder toolkits,,Builder toolkits,,Completed,individuals,9,9,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,Capacity building of local artisians on earthquake resistant building techniques (DUDBC Curriculum ) with inclusive and disable friendly concept,DUDBC,Completed,individuals,8,11,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,Capacity building of local artisians on earthquake resistant building techniques (DUDBC Curriculum ) with inclusive and disable friendly concept,DUDBC,Completed,individuals,8,10,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,,Repairing or constructing latrines that meet agreed technical and performance standards to provide culturally appropriate sanitation facilities to vulnerable groups of people,,,households,8,8,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,,Repairing or constructing latrines that meet agreed technical and performance standards to provide culturally appropriate sanitation facilities to vulnerable groups of people,,,households,8,8,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,,Repairing or constructing latrines that meet agreed technical and performance standards to provide culturally appropriate sanitation facilities to vulnerable groups of people,,,households,8,8,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,,Repairing or constructing latrines that meet agreed technical and performance standards to provide culturally appropriate sanitation facilities to vulnerable groups of people,,,households,8,8,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,,Repairing or constructing latrines that meet agreed technical and performance standards to provide culturally appropriate sanitation facilities to vulnerable groups of people,,,households,8,8,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,,Repairing or constructing latrines that meet agreed technical and performance standards to provide culturally appropriate sanitation facilities to vulnerable groups of people,,,households,8,8,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,,Repairing or constructing latrines that meet agreed technical and performance standards to provide culturally appropriate sanitation facilities to vulnerable groups of people,,,households,8,8,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,,Repairing or constructing latrines that meet agreed technical and performance standards to provide culturally appropriate sanitation facilities to vulnerable groups of people,,,households,8,8,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,,Repairing or constructing latrines that meet agreed technical and performance standards to provide culturally appropriate sanitation facilities to vulnerable groups of people,,,households,8,8,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Support - Distribution of builder toolkits,,Builder toolkits,,Completed,individuals,6,6,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Support - Distribution of builder toolkits,,Builder toolkits,,Completed,individuals,5,5,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Conducting awareness programs on GBV, human trafficking, child marriage, sexual violence, referral services for GBV survivors, providing trainings to Information volunteers(IV), and disseminating ‘Information, Education, and Communication’ (IEC) materials thru Community Theater/Drama, and radio messages",,,individuals,444,444,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Providing case management support( Case referral support) to GBV survivors (CASE Referrals, Psychosocial Services, Legal Aid Services, Female Friendly Space - 1 house support)",,,individuals,23,23,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Capacity Building/ training to CARE and partner organizations on gender in emergencies, mitigation of GBV, prevention of sexual exploitation and assault, and referral protocols for survivors and SOPs",,,individuals,14,14,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,,Repairing and rehabilitating selected water supply schemes through cash-for-work programs to ensure that vulnerable groups have access to safe drinking water,,,households,3,3,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,,Repairing and rehabilitating selected water supply schemes through cash-for-work programs to ensure that vulnerable groups have access to safe drinking water,,,households,3,3,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Repair/Rehabilitation - Water supply mechanisms,,Repairing and rehabilitating selected water supply schemes through cash-for-work programs to ensure that vulnerable groups have access to safe drinking water,,,households,3,3,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Assessment - Capacities of all WASH institutions,,Strengthening the capacity of local WASH management stakeholders to maintain WASH facilities and ensuring that women’s management representation management is at least 33%,,,institutions,3,3,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Assessment - Capacities of all WASH institutions,,Strengthening the capacity of local WASH management stakeholders to maintain WASH facilities and ensuring that women’s management representation management is at least 33%,,,institutions,3,3,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Assessment - Capacities of all WASH institutions,,Strengthening the capacity of local WASH management stakeholders to maintain WASH facilities and ensuring that women’s management representation management is at least 33%,,,institutions,3,3,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Assessment - Capacities of all WASH institutions,,Strengthening the capacity of local WASH management stakeholders to maintain WASH facilities and ensuring that women’s management representation management is at least 33%,,,institutions,3,3,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Assessment - Capacities of all WASH institutions,,Strengthening the capacity of local WASH management stakeholders to maintain WASH facilities and ensuring that women’s management representation management is at least 33%,,,institutions,3,3,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Assessment - Capacities of all WASH institutions,,Strengthening the capacity of local WASH management stakeholders to maintain WASH facilities and ensuring that women’s management representation management is at least 33%,,,institutions,3,3,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Assessment - Capacities of all WASH institutions,,Strengthening the capacity of local WASH management stakeholders to maintain WASH facilities and ensuring that women’s management representation management is at least 33%,,,institutions,3,3,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Assessment - Capacities of all WASH institutions,,Strengthening the capacity of local WASH management stakeholders to maintain WASH facilities and ensuring that women’s management representation management is at least 33%,,,institutions,3,3,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Assessment - Capacities of all WASH institutions,,Strengthening the capacity of local WASH management stakeholders to maintain WASH facilities and ensuring that women’s management representation management is at least 33%,,,institutions,3,3,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Assessment - Capacities of all WASH institutions,,Strengthening the capacity of local WASH management stakeholders to maintain WASH facilities and ensuring that women’s management representation management is at least 33%,,,institutions,2,2,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Assessment - Capacities of all WASH institutions,,Strengthening the capacity of local WASH management stakeholders to maintain WASH facilities and ensuring that women’s management representation management is at least 33%,,,institutions,2,2,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Assessment - Capacities of all WASH institutions,,Strengthening the capacity of local WASH management stakeholders to maintain WASH facilities and ensuring that women’s management representation management is at least 33%,,,institutions,2,2,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Assessment - Capacities of all WASH institutions,,Strengthening the capacity of local WASH management stakeholders to maintain WASH facilities and ensuring that women’s management representation management is at least 33%,,,institutions,2,2,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Assessment - Capacities of all WASH institutions,,Strengthening the capacity of local WASH management stakeholders to maintain WASH facilities and ensuring that women’s management representation management is at least 33%,,,institutions,2,2,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Assessment - Capacities of all WASH institutions,,Strengthening the capacity of local WASH management stakeholders to maintain WASH facilities and ensuring that women’s management representation management is at least 33%,,,institutions,2,2,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Assessment - Capacities of all WASH institutions,,Strengthening the capacity of local WASH management stakeholders to maintain WASH facilities and ensuring that women’s management representation management is at least 33%,,,institutions,2,2,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Assessment - Capacities of all WASH institutions,,Strengthening the capacity of local WASH management stakeholders to maintain WASH facilities and ensuring that women’s management representation management is at least 33%,,,institutions,2,2,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SYS,CARE-N,"Water, Sanitation and Hygiene",Assessment - Capacities of all WASH institutions,,Strengthening the capacity of local WASH management stakeholders to maintain WASH facilities and ensuring that women’s management representation management is at least 33%,,,institutions,2,2,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Conducting awareness programs on GBV, human trafficking, child marriage, sexual violence, referral services for GBV survivors, providing trainings to Information volunteers(IV), and disseminating ‘Information, Education, and Communication’ (IEC) materials thru Community Theater/Drama, and radio messages",,,individuals,444,444,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Providing case management support( Case referral support) to GBV survivors (CASE Referrals, Psychosocial Services, Legal Aid Services, Female Friendly Space - 1 house support)",,,individuals,23,23,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Capacity Building/ training to CARE and partner organizations on gender in emergencies, mitigation of GBV, prevention of sexual exploitation and assault, and referral protocols for survivors and SOPs",,,individuals,14,14,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,6,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Conducting awareness programs on GBV, human trafficking, child marriage, sexual violence, referral services for GBV survivors, providing trainings to Information volunteers(IV), and disseminating ‘Information, Education, and Communication’ (IEC) materials thru Community Theater/Drama, and radio messages",,,individuals,444,444,30013,30013-6
Dhading,Tripura Sundari Gaunpalika,6,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Providing case management support( Case referral support) to GBV survivors (CASE Referrals, Psychosocial Services, Legal Aid Services, Female Friendly Space - 1 house support)",,,individuals,23,23,30013,30013-6
Dhading,Tripura Sundari Gaunpalika,6,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Capacity Building/ training to CARE and partner organizations on gender in emergencies, mitigation of GBV, prevention of sexual exploitation and assault, and referral protocols for survivors and SOPs",,,individuals,14,14,30013,30013-6
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Conducting awareness programs on GBV, human trafficking, child marriage, sexual violence, referral services for GBV survivors, providing trainings to Information volunteers(IV), and disseminating ‘Information, Education, and Communication’ (IEC) materials thru Community Theater/Drama, and radio messages",,,individuals,444,444,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Providing case management support( Case referral support) to GBV survivors (CASE Referrals, Psychosocial Services, Legal Aid Services, Female Friendly Space - 1 house support)",,,individuals,23,23,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Capacity Building/ training to CARE and partner organizations on gender in emergencies, mitigation of GBV, prevention of sexual exploitation and assault, and referral protocols for survivors and SOPs",,,individuals,14,14,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Conducting awareness programs on GBV, human trafficking, child marriage, sexual violence, referral services for GBV survivors, providing trainings to Information volunteers(IV), and disseminating ‘Information, Education, and Communication’ (IEC) materials thru Community Theater/Drama, and radio messages",,,individuals,444,444,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Providing case management support( Case referral support) to GBV survivors (CASE Referrals, Psychosocial Services, Legal Aid Services, Female Friendly Space - 1 house support)",,,individuals,23,23,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Capacity Building/ training to CARE and partner organizations on gender in emergencies, mitigation of GBV, prevention of sexual exploitation and assault, and referral protocols for survivors and SOPs",,,individuals,14,14,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,6,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Conducting awareness programs on GBV, human trafficking, child marriage, sexual violence, referral services for GBV survivors, providing trainings to Information volunteers(IV), and disseminating ‘Information, Education, and Communication’ (IEC) materials thru Community Theater/Drama, and radio messages",,,individuals,444,444,30013,30013-6
Dhading,Tripura Sundari Gaunpalika,6,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Providing case management support( Case referral support) to GBV survivors (CASE Referrals, Psychosocial Services, Legal Aid Services, Female Friendly Space - 1 house support)",,,individuals,23,23,30013,30013-6
Dhading,Tripura Sundari Gaunpalika,6,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Capacity Building/ training to CARE and partner organizations on gender in emergencies, mitigation of GBV, prevention of sexual exploitation and assault, and referral protocols for survivors and SOPs",,,individuals,14,14,30013,30013-6
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Model House,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,constructions,1,1,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Model House,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,constructions,1,1,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Model House,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,constructions,1,1,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Model House,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,constructions,1,1,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Model House,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,constructions,1,1,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Model House,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,constructions,1,1,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Model House,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,constructions,1,1,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Model House,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,constructions,1,1,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Model House,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,constructions,1,1,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Model House,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,constructions,1,1,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Model House,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,constructions,1,1,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Model House,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,constructions,1,1,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Model House,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,constructions,1,1,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Model House,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,constructions,1,1,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Model House,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,constructions,1,1,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Model House,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,constructions,1,1,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Model House,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,constructions,1,1,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Model House,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,constructions,1,1,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Community Hall,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,households,1,1,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Community Hall,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,households,1,1,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Community Hall,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,households,1,1,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Community Hall,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,households,1,1,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Community Hall,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,households,1,1,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Community Hall,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,households,1,1,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Community Hall,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,households,1,1,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Community Hall,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,households,1,1,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SAHAS,CARE-N,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Community Hall,"Model House Construction including inclusive and disable friendly structure, toilet, rainwater harvesting ",,,households,1,1,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SAHAS,CARE-N,"Agriculture, Livestock Development and Irrigation",Reconstruction/rehabilitation - Small scale irrigation scheme,Irrigational Channel,Irrrigation structure reconstruction and rahabilitation,,,irrigation schemes,1,1,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SAHAS,CARE-N,"Agriculture, Livestock Development and Irrigation",Construction - Market Facility,Collection centre,Cooperative  building/ vegetable collection/ storage centre construction/support,,,facilities,1,1,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,1,CARE-N,SAHAS,CARE-N,"Agriculture, Livestock Development and Irrigation",Construction - Market Facility,Collection centre,Cooperative  building/ vegetable collection/ storage centre construction/support,,,facilities,1,1,30013,30013-1
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Conducting awareness programs on GBV, human trafficking, child marriage, sexual violence, referral services for GBV survivors, providing trainings to Information volunteers(IV), and disseminating ‘Information, Education, and Communication’ (IEC) materials thru Community Theater/Drama, and radio messages",,,individuals,444,444,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Providing case management support( Case referral support) to GBV survivors (CASE Referrals, Psychosocial Services, Legal Aid Services, Female Friendly Space - 1 house support)",,,individuals,23,23,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,3,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Capacity Building/ training to CARE and partner organizations on gender in emergencies, mitigation of GBV, prevention of sexual exploitation and assault, and referral protocols for survivors and SOPs",,,individuals,14,14,30013,30013-3
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Conducting awareness programs on GBV, human trafficking, child marriage, sexual violence, referral services for GBV survivors, providing trainings to Information volunteers(IV), and disseminating ‘Information, Education, and Communication’ (IEC) materials thru Community Theater/Drama, and radio messages",,,individuals,444,444,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Providing case management support( Case referral support) to GBV survivors (CASE Referrals, Psychosocial Services, Legal Aid Services, Female Friendly Space - 1 house support)",,,individuals,23,23,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,2,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Capacity Building/ training to CARE and partner organizations on gender in emergencies, mitigation of GBV, prevention of sexual exploitation and assault, and referral protocols for survivors and SOPs",,,individuals,14,14,30013,30013-2
Dhading,Tripura Sundari Gaunpalika,6,CARE-N,SYS,CARE-N,Gender Equality and Social Inclusion,Capacity building - GBV and anti trafficking programme training,,"Conducting awareness programs on GBV, human trafficking, child marriage, sexual violence, referral services for GBV survivors, providing trainings to Information volunteers(IV), and disseminating ‘Information, Education, and Communication’ (IEC) materials thru Community Theater/Drama, and radio messages",,,individuals,444,444,30013,30013-6
