District,Municipality,Ward,Partner Organization,Implementing Partner,Funding Organisation,Sector,Activity Type,Name of the Infrastructure,Activity Detail,Curriculum (for Trainings),Activity Status,Unit (Indicator),Planned#,Reached#,GaNaPa_Code,GaPaN_Ward_Code
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,9,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-9
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,11,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-11
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,8,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-8
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,14,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-14
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,6,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-6
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,1,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-1
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,2,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-2
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,1,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-1
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,1,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-1
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,1,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-1
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,6,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-6
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,6,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-6
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,1,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-1
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,2,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-2
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,4,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-4
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,13,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-13
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,10,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-10
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,1,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-1
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,13,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-13
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,12,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-12
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,11,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-11
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,4,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-4
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,14,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-14
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,12,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-12
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,1,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-1
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,10,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-10
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,6,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-6
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,8,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-8
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,11,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-11
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,7,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-7
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,10,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-10
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,2,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-2
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,12,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-12
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,1,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-1
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,1,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-1
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,8,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-8
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,7,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-7
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,4,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-4
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,13,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-13
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,9,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-9
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,8,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-8
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,4,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-4
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,13,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-13
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,1,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-1
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,8,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-8
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,7,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-7
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,4,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-4
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,10,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-10
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,11,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-11
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,7,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-7
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,9,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-9
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,4,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-4
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,13,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-13
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,12,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-12
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,13,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-13
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,3,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-3
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,1,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-1
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,10,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-10
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,11,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-11
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,1,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-1
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,11,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-11
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,10,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-10
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,10,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-10
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,7,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-7
